id,name,team,rating,position,value
1060,nico-schlotterbeck,borussia-dortmund,7.32,D,41000000
1061,cristian-gamboa,vfl-bochum-1848,6.59,D,550000
1062,danilo-soares,vfl-bochum-1848,6.9,D,525000
1063,genki-haraguchi,vfb-stuttgart,6.4,M,460000
1064,maximilian-mittelstadt,vfb-stuttgart,7.3,D,18700000
1065,benjamin-sesko,rb-leipzig,6.97,F,52000000
1066,christoph-baumgartner,rb-leipzig,6.79,M,18700000
1067,lukas-klostermann,rb-leipzig,6.85,D,7700000
1068,marvin-mehlem,darmstadt-98,6.99,M,2700000
1069,fabian-nurnberger,darmstadt-98,6.91,M,2600000
1070,fabian-holland,darmstadt-98,6.75,M,290000
1071,emir-karic,darmstadt-98,6.76,M,1000000
1072,matej-maglica,darmstadt-98,6.49,D,1400000
1073,ellyes-skhiri,eintracht-frankfurt,6.95,M,11300000
1074,christoph-zimmermann,darmstadt-98,6.68,D,755000
1075,jesper-lindstrom,eintracht-frankfurt,6.5,M,24000000
1076,mathias-honsak,darmstadt-98,6.5,M,1200000
1077,oscar-vilhelmsson,darmstadt-98,6.74,F,1900000
1078,junior-dina-ebimbe,eintracht-frankfurt,6.93,M,9700000
1079,philipp-max,eintracht-frankfurt,6.87,D,1900000
1080,robin-koch,eintracht-frankfurt,6.9,D,19400000
1081,tuta,eintracht-frankfurt,6.95,D,11300000
1082,mario-gotze,eintracht-frankfurt,6.95,M,5700000
1083,omar-marmoush,eintracht-frankfurt,7.25,F,44000000
1084,randal-kolo-muani,eintracht-frankfurt,6.55,F,36000000
1085,kristijan-jakic,fc-augsburg,6.86,M,6100000
1086,ngankam-jessic,1-fsv-mainz-05,6.46,F,1500000
1087,aurelio-buta,eintracht-frankfurt,6.72,D,4700000
1088,braydon-manu,darmstadt-98,6.48,F,1200000
1089,willian-pacho,eintracht-frankfurt,6.95,D,38000000
1090,kevin-trapp,eintracht-frankfurt,6.93,G,4200000
1091,filip-stojilkovic,darmstadt-98,6.58,F,860000
1092,luca-pfeiffer,darmstadt-98,6.89,F,960000
1093,fabian-schnellhardt,darmstadt-98,6.62,M,950000
1094,bartol-franjic,darmstadt-98,6.45,M,1900000
1095,fraser-hornby,darmstadt-98,6.63,F,970000
1096,marcel-schuhen,darmstadt-98,7.12,G,830000
1097,christoph-klarer,darmstadt-98,6.69,D,3100000
1098,nelson-weiper,1-fsv-mainz-05,6.38,F,5300000
1099,gruda-brajan,1-fsv-mainz-05,7.02,F,26000000
1100,danny-da-costa,1-fsv-mainz-05,6.73,M,755000
1101,anthony-caci,1-fsv-mainz-05,6.94,M,6800000
1102,christopher-trimmel,1-fc-union-berlin,6.83,M,555000
1103,brenden-aaronson,1-fc-union-berlin,6.65,M,11400000
1104,jae-sung-lee,1-fsv-mainz-05,7.03,M,2600000
1105,leandro-barreiro,1-fsv-mainz-05,7,M,16500000
1106,alex-kral,1-fc-union-berlin,6.63,M,5400000
1107,anton-stach,tsg-hoffenheim,7.14,M,14600000
1108,kevin-behrens,vfl-wolfsburg,6.98,F,1900000
1109,aissa-laidouni,1-fc-union-berlin,6.77,M,6500000
1110,tom-krauss,1-fsv-mainz-05,6.7,M,4200000
1111,robin-gosens,1-fc-union-berlin,7.24,M,8199999
1112,kevin-volland,1-fc-union-berlin,6.72,F,3700000
1113,aljoscha-kemlein,1-fc-union-berlin,6.5,M,2800000
1114,robin-zentner,1-fsv-mainz-05,6.98,G,2900000
1115,stefan-bell,1-fsv-mainz-05,6.52,D,825000
1116,edimilson-fernandes,1-fsv-mainz-05,6.78,D,3800000
1117,dominik-kohr,1-fsv-mainz-05,6.83,D,2900000
1118,aymen-barkok,1-fsv-mainz-05,6.63,M,1000000
1119,sepp-van-den-berg,1-fsv-mainz-05,7.15,D,18500000
1120,milos-pantovic,1-fc-union-berlin,7.5,M,650000
1121,ludovic-ajorque,1-fsv-mainz-05,6.66,F,3200000
1122,sheraldo-becker,1-fc-union-berlin,6.85,F,7300000
1123,david-datro-fofana,1-fc-union-berlin,6.58,F,10300000
1124,karim-onisiwo,1-fsv-mainz-05,6.89,F,1600000
1125,danilho-doekhi,1-fc-union-berlin,7.05,D,18200000
1126,leite-diogo,1-fc-union-berlin,6.88,D,14600000
1127,frederik-ronnow,1-fc-union-berlin,7.17,G,4700000
1128,robin-knoche,1-fc-union-berlin,6.82,D,1700000
1129,jerome-roussillon,1-fc-union-berlin,6.65,D,2700000
1130,marcel-sabitzer,borussia-dortmund,7.12,M,21000000
1131,finkgrafe-max,1-fc-koln,6.83,D,6500000
1132,mats-hummels,borussia-dortmund,7.05,D,4600000
1133,luca-waldschmidt,1-fc-koln,6.9,M,1400000
1134,emre-can,borussia-dortmund,7.09,M,10800000
1135,julian-brandt,borussia-dortmund,7.21,M,41000000
1136,dejan-ljubicic,1-fc-koln,6.85,M,5500000
1137,donyell-malen,borussia-dortmund,7.24,F,43000000
1138,julian-chabot,1-fc-koln,7.09,D,12400000
1139,rasmus-carstensen,1-fc-koln,6.65,D,1400000
1140,martel-eric,1-fc-koln,6.95,M,6200000
1141,sebastien-haller,borussia-dortmund,6.67,F,7100000
1142,florian-kainz,1-fc-koln,6.98,M,2700000
1143,marius-wolf,borussia-dortmund,6.65,D,2800000
1144,mathias-olesen,1-fc-koln,6.37,M,1000000
1145,kilian-luca,1-fc-koln,6.54,D,2100000
1146,thorgan-hazard,borussia-dortmund,6.5,F,4600000
1147,nmecha-felix,borussia-dortmund,6.86,M,19400000
1148,karim-adeyemi,borussia-dortmund,6.69,F,36000000
1149,ramy-bensebaini,borussia-dortmund,7.06,D,7400000
1150,youssoufa-moukoko,borussia-dortmund,6.8,F,19400000
1151,marco-reus,borussia-dortmund,7.19,M,4700000
1152,niklas-sule,borussia-dortmund,6.99,D,14000000
1153,sargis-adamyan,1-fc-koln,6.72,F,580000
1154,davie-selke,1-fc-koln,6.94,F,2100000
1155,gregor-kobel,borussia-dortmund,7.19,G,41000000
1156,julian-ryerson,borussia-dortmund,6.96,D,18900000
1157,leart-paqarada,1-fc-koln,6.68,D,1400000
1158,timo-hubers,1-fc-koln,7.03,D,3800000
1159,benno-schmitz,1-fc-koln,6.7,D,1500000
1160,marvin-schwabe,1-fc-koln,6.95,G,1600000
1161,robin-hack,borussia-mgladbach,7.03,M,7400000
1162,netz-luca,borussia-mgladbach,6.79,D,7700000
1163,tietz-phillip,fc-augsburg,6.93,F,4800000
1164,ruben-vargas,fc-augsburg,6.86,M,8400000
1165,florian-neuhaus,borussia-mgladbach,6.9,M,5400000
1166,dorsch-niklas,fc-augsburg,6.75,M,3700000
1167,maximilian-wober,borussia-mgladbach,7,D,9100000
1168,marvin-friedrich,borussia-mgladbach,6.67,D,3700000
1169,julian-weigl,borussia-mgladbach,7.03,M,5500000
1170,alassane-plea,borussia-mgladbach,7.1,F,7200000
1171,sven-michel,fc-augsburg,6.7,F,730000
1172,nathan-ngoumou,borussia-mgladbach,6.74,M,5200000
1173,franck-honorat,borussia-mgladbach,7.24,M,11200000
1174,tomas-cvancara,borussia-mgladbach,6.71,F,6100000
1175,ko-itakura,borussia-mgladbach,6.91,D,15700000
1176,elvis-rexhbecaj,fc-augsburg,6.77,M,3800000
1177,scally-joseph,borussia-mgladbach,6.66,D,9400000
1178,tim-breithaupt,fc-augsburg,6.59,M,2800000
1179,dion-drena-beljo,fc-augsburg,6.71,F,3600000
1180,jonas-omlin,borussia-mgladbach,7.19,G,5800000
1181,yvandro-borges-sanches,borussia-mgladbach,6.8,M,705000
1182,grant-leon-ranos,borussia-mgladbach,6.43,F,1000000
1183,rocco-reitz,borussia-mgladbach,7.01,M,11000000
1184,finn-dahmen,fc-augsburg,7.12,G,3600000
1185,felix-uduokhai,fc-augsburg,6.94,D,7800000
1186,mads-pedersen,fc-augsburg,6.79,D,2700000
1187,engels-arne,fc-augsburg,6.77,M,11300000
1188,maximilian-bauer,fc-augsburg,6.65,D,2900000
1189,ermedin-demirovic,fc-augsburg,7.17,F,26000000
1190,mergim-berisha,tsg-hoffenheim,6.59,F,10400000
1191,fredrik-jensen,fc-augsburg,6.92,M,3400000
1192,florian-grillitsch,tsg-hoffenheim,7.01,M,6800000
1193,lucas-holer,sc-freiburg,7,F,3900000
1194,noah-atubolu,sc-freiburg,6.99,G,9700000
1195,ozan-kabak,tsg-hoffenheim,6.96,D,9700000
1196,attila-szalai,sc-freiburg,6.34,D,2100000
1197,grischa-promel,tsg-hoffenheim,6.86,M,7200000
1198,andrej-kramaric,tsg-hoffenheim,7.55,F,5300000
1199,lukas-kubler,sc-freiburg,6.86,D,2100000
1200,merlin-rohl,sc-freiburg,6.61,M,11000000
1201,pavel-kaderabek,tsg-hoffenheim,6.96,M,2700000
1202,ihlas-bebou,tsg-hoffenheim,6.93,F,4300000
1203,michael-gregoritsch,sc-freiburg,6.98,F,8700000
1204,manuel-gulde,sc-freiburg,6.78,D,1400000
1205,vincenzo-grifo,sc-freiburg,7.26,M,8400000
1206,john-brooks,tsg-hoffenheim,6.83,D,1400000
1207,marius-bulter,tsg-hoffenheim,6.78,M,2600000
1208,stiller-angelo,vfb-stuttgart,7.32,M,29000000
1209,julian-justvan,darmstadt-98,6.82,M,1500000
1210,ritsu-doan,sc-freiburg,6.94,M,16500000
1211,maximilian-beier,tsg-hoffenheim,7.13,F,32000000
1212,yannik-keitel,sc-freiburg,6.81,D,4800000
1213,noah-weisshaupt,sc-freiburg,6.7,M,4900000
1214,kiliann-sildillia,sc-freiburg,6.74,D,14500000
1215,tom-bischof,tsg-hoffenheim,6.7,M,3400000
1216,roland-sallai,sc-freiburg,6.88,F,14500000
1217,kevin-vogt,1-fc-union-berlin,6.87,D,2100000
1218,oliver-baumann,tsg-hoffenheim,7.38,G,3200000
1219,maximilian-eggestein,sc-freiburg,6.88,M,10500000
1220,matthias-ginter,sc-freiburg,6.92,D,9500000
1221,philipp-lienhart,sc-freiburg,6.91,D,14300000
1222,christian-gunter,sc-freiburg,6.83,D,4800000
1223,vranckx-aster,vfl-wolfsburg,6.72,M,12500000
1224,sessa-kevin,1-fc-heidenheim,6.74,M,2700000
1225,denis-thomalla,1-fc-heidenheim,6.63,M,725000
1226,haktab-omar-traore,1-fc-heidenheim,6.65,D,3400000
1227,nikola-dovedan,1-fc-heidenheim,6.66,F,860000
1228,florian-pick,1-fc-heidenheim,6.64,M,725000
1229,vaclav-cerny,vfl-wolfsburg,6.74,M,7200000
1230,joakim-maehle,vfl-wolfsburg,6.9,D,14800000
1231,tim-kleindienst,1-fc-heidenheim,7.05,F,7700000
1232,koen-casteels,vfl-wolfsburg,7,G,5500000
1233,adrian-beck,1-fc-heidenheim,6.65,M,1500000
1234,ridle-baku,vfl-wolfsburg,6.84,M,7500000
1235,kevin-muller,1-fc-heidenheim,7.2,G,930000
1236,lennard-maloney,1-fc-heidenheim,6.67,M,5200000
1237,maxence-lacroix,vfl-wolfsburg,6.93,D,21000000
1238,marvin-pieringer,1-fc-heidenheim,6.83,F,4099999
1239,cedric-zesiger,vfl-wolfsburg,6.71,D,4900000
1240,lovro-majer,vfl-wolfsburg,6.94,M,21000000
1241,patrick-wimmer,vfl-wolfsburg,6.69,M,13900000
1242,jonas-wind,vfl-wolfsburg,7.21,F,15600000
1243,eren-dinkci,1-fc-heidenheim,6.91,M,10900000
1244,patrick-mainka,1-fc-heidenheim,7.05,D,3100000
1245,tim-siersleben,1-fc-heidenheim,6.66,D,1600000
1246,stefan-schimmer,1-fc-heidenheim,6.56,F,450000
1247,marnon-busch,1-fc-heidenheim,6.66,D,1300000
1248,jonas-fohrenbach,1-fc-heidenheim,6.69,D,2100000
1249,nicolas-cozza,vfl-wolfsburg,6.48,D,3800000
1250,yannick-gerhardt,vfl-wolfsburg,6.79,M,3900000
1251,svanberg-mattias,vfl-wolfsburg,6.98,M,12500000
1252,tiago-tomas,vfl-wolfsburg,6.65,F,5800000
1253,jakub-kaminski,vfl-wolfsburg,6.54,M,5400000
1254,kevin-paredes,vfl-wolfsburg,6.89,M,7300000
1255,hiroki-ito,vfb-stuttgart,7.07,D,33000000
1256,simon-zoller,vfl-bochum-1848,6.5,F,365000
1257,osterhage-patrick,vfl-bochum-1848,6.85,M,6800000
1258,leweling-jamie,vfb-stuttgart,6.79,M,12000000
1259,moritz-broschinski,vfl-bochum-1848,6.6,F,2900000
1260,egloff-lilian,vfb-stuttgart,6.52,M,855000
1261,roberto-massimo,vfb-stuttgart,6.46,M,1000000
1262,takuma-asano,vfl-bochum-1848,6.75,F,3800000
1263,woo-yeong-jeong,vfb-stuttgart,6.8,M,3700000
1264,christopher-antwi-adjei,vfl-bochum-1848,6.86,F,830000
1265,ivan-ordets,vfl-bochum-1848,6.89,D,2400000
1266,pascal-stenzel,vfb-stuttgart,7.02,D,2300000
1267,philipp-hofmann,vfl-bochum-1848,6.96,F,1700000
1268,chris-fuhrich,vfb-stuttgart,7.24,M,21000000
1269,kevin-stoger,vfl-bochum-1848,7.6,M,5200000
1270,passlack-felix,vfl-bochum-1848,6.62,D,2700000
1271,maximilian-wittek,vfl-bochum-1848,6.93,D,1900000
1272,serhou-guirassy,vfb-stuttgart,7.72,F,42000000
1273,manuel-riemann,vfl-bochum-1848,7.18,G,310000
1274,noah-loosli,vfl-bochum-1848,6.51,D,730000
1275,silas-katompa-mvumpa,vfb-stuttgart,6.83,F,10300000
1276,borna-sosa,vfb-stuttgart,6.45,D,6900000
1277,millot-enzo,vfb-stuttgart,7.09,M,38000000
1278,atakan-karazor,vfb-stuttgart,7.11,M,13100000
1279,jovan-milosevic,vfb-stuttgart,6.57,F,1000000
1280,erhan-masovic,vfl-bochum-1848,6.6,D,3600000
1281,lukas-daschner,vfl-bochum-1848,6.6,M,1300000
1282,bernardo,vfl-bochum-1848,6.96,D,6400000
1283,anthony-losilla,vfl-bochum-1848,6.82,M,485000
1284,dan-axel-zagadou,vfb-stuttgart,7.09,D,9700000
1285,alexander-nubel,vfb-stuttgart,7.03,G,10900000
1286,waldemar-anton,vfb-stuttgart,7.13,D,26000000
1287,robert-andrich,bayer-04-leverkusen,7.2,M,17600000
1288,emil-forsberg,rb-leipzig,6.72,M,5400000
1289,granit-xhaka,bayer-04-leverkusen,7.49,M,21000000
1290,janis-blaswich,rb-leipzig,6.93,G,1400000
1291,kevin-kampl,rb-leipzig,6.8,M,3600000
1292,yussuf-poulsen,rb-leipzig,6.82,F,5600000
1293,xavi-simons,rb-leipzig,7.7,M,87000000
1294,benjamin-henrichs,rb-leipzig,7.11,D,22000000
1295,arthur,bayer-04-leverkusen,7.08,D,4600000
1296,timo-werner,rb-leipzig,6.67,M,15900000
1297,exequiel-palacios,bayer-04-leverkusen,7.6,M,46000000
1298,jeremie-frimpong,bayer-04-leverkusen,7.27,M,52000000
1299,seiwald-nicolas,rb-leipzig,6.7,M,15500000
1300,fabio-carvalho,rb-leipzig,6.66,M,17500000
1301,mohamed-simakan,rb-leipzig,7.04,D,38000000
1302,david-raum,rb-leipzig,7.38,D,27000000
1303,dani-olmo,rb-leipzig,7.21,M,58000000
1304,willi-orban,rb-leipzig,7.06,D,10900000
1305,lois-openda,rb-leipzig,7.35,F,65000000
1306,xaver-schlager,rb-leipzig,7.12,M,27000000
1307,castello-lukeba,rb-leipzig,6.9,D,39000000
1308,florian-wirtz,bayer-04-leverkusen,7.63,F,124000000
1309,adam-hlozek,bayer-04-leverkusen,6.87,F,18500000
1310,nadiem-amiri,1-fsv-mainz-05,7.36,M,8199999
1311,victor-okoh-boniface,bayer-04-leverkusen,7.36,F,49000000
1312,jonas-hofmann,bayer-04-leverkusen,7.47,F,7300000
1313,edmond-tapsoba,bayer-04-leverkusen,7.16,D,48000000
1314,lukas-hradecky,bayer-04-leverkusen,7.04,G,2700000
1315,odilon-kossounou,bayer-04-leverkusen,7.08,D,31000000
1316,alejandro-grimaldo,bayer-04-leverkusen,7.75,M,44000000
1317,jonathan-tah,bayer-04-leverkusen,7.17,D,28000000
1318,matthijs-de-ligt,fc-bayern-munchen,6.95,D,58000000
1319,romano-schmid,sv-werder-bremen,6.93,M,14300000
1320,niclas-fullkrug,borussia-dortmund,7.1,F,16100000
1321,jens-stage,sv-werder-bremen,6.91,M,9300000
1322,eric-maxim-choupo-moting,fc-bayern-munchen,6.82,M,1900000
1323,mitchell-weiser,sv-werder-bremen,7.06,M,5400000
1324,min-jae-kim,fc-bayern-munchen,7.16,D,46000000
1325,leonardo-bittencourt,sv-werder-bremen,6.76,M,2700000
1326,alphonso-davies,fc-bayern-munchen,7.1,D,49000000
1327,noussair-mazraoui,fc-bayern-munchen,7.05,D,29000000
1328,harry-kane,fc-bayern-munchen,7.76,F,109000000
1329,jamal-musiala,fc-bayern-munchen,7.49,M,126000000
1330,leroy-sane,fc-bayern-munchen,7.65,M,66000000
1331,marvin-ducksch,sv-werder-bremen,7.31,F,8300000
1332,anthony-jung,sv-werder-bremen,6.88,D,965000
1333,joshua-kimmich,fc-bayern-munchen,7.42,M,54000000
1334,kingsley-coman,fc-bayern-munchen,7.27,M,43000000
1335,leon-goretzka,fc-bayern-munchen,7.41,M,20000000
1336,jiri-pavlenka,sv-werder-bremen,6.83,G,1500000
1337,milos-veljkovic,sv-werder-bremen,6.84,D,4099999
1338,marco-friedl,sv-werder-bremen,7.05,D,8000000
1339,dawid-kownacki,sv-werder-bremen,6.64,F,2100000
1340,amos-pieper,sv-werder-bremen,6.97,D,3900000
1341,senne-lynen,sv-werder-bremen,6.81,M,6300000
1342,sven-ulreich,fc-bayern-munchen,6.71,G,725000
1343,mathys-tel,fc-bayern-munchen,6.98,F,41000000
1344,dayot-upamecano,fc-bayern-munchen,6.96,D,41000000
1345,konrad-laimer,fc-bayern-munchen,6.98,M,29000000
1346,oliver-burke,sv-werder-bremen,6.4,F,965000
1347,opitz-leon,sv-werder-bremen,6.5,M,580000
1348,thomas-muller,fc-bayern-munchen,7.22,M,7400000
1349,mario-gila-fuentes,lazio,7.06,D,18500000
1350,dylan-bronn,salernitana,6.38,D,1200000
1351,pierluigi-gollini,napoli,6.89,G,4200000
1352,gianluca-lapadula,cagliari,6.81,F,1400000
1353,hans-nicolussi-caviglia,juventus,6.79,M,3100000
1354,simy,salernitana,6.71,F,545000
1355,yerry-mina,cagliari,6.84,D,2800000
1356,daniel-maldini,monza,6.86,F,6400000
1357,pellegrino-marco,salernitana,6.45,D,3400000
1358,kevin-bonifazi,frosinone,6.45,D,1900000
1359,antonio-mirante,milan,6.65,G,110000
1360,dean-huijsen,roma,6.66,D,13200000
1361,fini-seydou,genoa,6.53,M,1400000
1362,pablo-galdames,genoa,6.6,M,1400000
1363,alessandro-vogliacco,genoa,6.92,D,1900000
1364,benoit-costil,salernitana,6.7,G,420000
1365,kaio-jorge,frosinone,6.51,F,3900000
1366,giulio-donati,monza,6.35,D,290000
1367,zanoli-alessandro,salernitana,6.6,D,5500000
1368,comuzzo-pietro,fiorentina,6.7,D,4099999
1369,simone-scuffet,cagliari,6.79,G,2300000
1370,jackson-tchatchoua,hellas-verona,6.67,D,8800000
1371,reinier,frosinone,6.86,M,2300000
1372,nicola-leali,genoa,7.25,G,550000
1373,pedro-obiang,sassuolo,6.64,M,515000
1374,ake-marley,udinese,6.4,M,1500000
1375,juan-manuel-cruz,hellas-verona,6.75,F,430000
1376,papu-gomez,monza,6.7,M,3200000
1377,arijon-ibrahimovic,frosinone,6.72,F,4200000
1378,ridgeciano-haps,genoa,6.63,D,835000
1379,lucien-agoume,inter,0,M,6200000
1380,stewart-trivante,salernitana,6.63,F,145000
1381,gaetano-gianluca,cagliari,6.86,M,5800000
1382,corfitzen-jeppe,lecce,6.4,F,375000
1383,junior-messias,genoa,6.91,M,2400000
1384,matturro-alan,genoa,6.56,D,4099999
1385,jonathan-ikone,fiorentina,6.87,M,9500000
1386,davy-klaassen,inter,6.66,M,4099999
1387,saba-sazonov,torino,6.63,D,2900000
1388,yacine-adli,milan,7.07,M,12400000
1389,luka-romero,milan,6.43,M,5400000
1390,hans-hateboer,atalanta,6.76,M,3400000
1391,thomas-henry,hellas-verona,6.61,F,2200000
1392,lorenzo-venuti,lecce,6.42,D,935000
1393,daniele-rugani,juventus,6.9,D,4099999
1394,alexis-saelemaekers,bologna,7.03,M,12400000
1395,natan,napoli,6.77,D,12700000
1396,simone-pafundi,udinese,6.4,M,11000000
1397,thomas-kristensen,udinese,6.84,D,4400000
1398,nicolas-viola,cagliari,7.02,M,825000
1399,filippo-ranocchia,empoli,6.76,M,3900000
1400,benjamin-pavard,inter,7.25,D,48000000
1401,alexis-sanchez,inter,7.02,F,2700000
1402,jean-daniel-akpa-akpro,monza,6.54,M,515000
1403,gian-marco-ferrari,sassuolo,6.77,D,1000000
1404,davide-bartesaghi,milan,6.58,D,930000
1405,marco-sportiello,milan,7.13,G,1400000
1406,remi-oudin,lecce,7.01,M,3600000
1407,nicola-sansone,lecce,6.76,F,1000000
1408,george-puscas,genoa,6.38,F,1400000
1409,mehdi-bourabia,frosinone,6.4,M,770000
1410,flavius-daniliuc,salernitana,6.55,D,5300000
1411,remo-freuler,bologna,7.01,M,6700000
1412,riccardo-calafiori,bologna,7.19,D,44000000
1413,darko-lazovic,hellas-verona,6.75,M,1600000
1414,tomas-suslov,hellas-verona,6.92,M,6800000
1415,brandon-soppy,torino,6.62,D,1800000
1416,gineitis-gvidas,torino,6.68,M,1800000
1417,simone-bastoni,empoli,6.73,M,970000
1418,evan-ndicka,roma,6.94,D,24000000
1419,sardar-azmoun,roma,6.75,F,7600000
1420,antonin-barak,fiorentina,6.88,M,4200000
1421,rafael-toloi,atalanta,6.65,D,2600000
1422,aleksei-miranchuk,atalanta,7.11,F,9500000
1423,marco-carnesecchi,atalanta,7.14,G,16500000
1424,ahmed-touba,lecce,6.67,D,1600000
1425,alessandro-sorrentino,monza,6.63,G,865000
1426,samu-castillejo,sassuolo,6.7,M,450000
1427,alessio-cragno,sassuolo,6.53,G,1400000
1428,pol-lirola,frosinone,6.7,D,2300000
1429,caleb-okoli,frosinone,6.79,D,11600000
1430,axel-guessand,udinese,6.8,D,515000
1431,martin-payero,udinese,6.75,M,4400000
1432,roberto-pereyra,udinese,6.83,F,1700000
1433,enzo-ebosse,udinese,0,D,2400000
1434,matteo-prati,cagliari,6.75,M,9100000
1435,hatzidiakos-pantelis,cagliari,6.58,D,2600000
1436,alessio-zerbin,monza,6.73,F,4300000
1437,de-winter-koni,genoa,6.8,D,11600000
1438,luka-jovic,milan,6.77,F,5200000
1439,francesco-acerbi,inter,7.16,D,3300000
1440,nicolo-rovella,lazio,6.88,M,19600000
1441,loum-tchaouna,salernitana,6.79,F,8500000
1442,viktor-kovalenko,empoli,6.67,M,1100000
1443,maleh-youssef,empoli,6.83,M,4700000
1444,federico-gatti,juventus,7.01,D,24000000
1445,moise-kean,juventus,6.53,F,18500000
1446,filip-kostic,juventus,6.93,M,6000000
1447,mattia-destro,empoli,6.57,F,425000
1448,sebastian-walukiewicz,empoli,6.89,D,4700000
1449,bartosz-bereszynski,empoli,6.7,D,1200000
1450,etrit-berisha,empoli,7.09,G,390000
1451,berkan-kutlu,genoa,6.73,M,3500000
1452,demba-seck,frosinone,6.62,F,1500000
1453,adrien-tameze,torino,6.85,D,4500000
1454,amatucci-lorenzo,fiorentina,6.65,M,1800000
1455,kristjan-asllani,inter,6.93,M,18500000
1456,matteo-guendouzi,lazio,6.88,M,24000000
1457,elseid-hysaj,lazio,6.66,D,2400000
1458,jesper-lindstrom,napoli,6.68,M,24000000
1459,andrea-carboni,monza,6.97,D,3800000
1460,lorenzo-colombo,monza,6.74,F,6600000
1461,warren-bondo,monza,6.7,M,5700000
1462,jose-luis-palomino,atalanta,6.85,D,655000
1463,emil-holm,atalanta,6.88,M,7700000
1464,lorenzo-de-silvestri,bologna,6.84,D,360000
1465,mateusz-wieteska,cagliari,6.67,D,3300000
1466,kristiansen-victor,bologna,6.92,D,16200000
1467,andrea-petagna,cagliari,6.83,F,3700000
1468,matias-soule,frosinone,7.26,F,26000000
1469,vivaldo,udinese,6.5,F,530000
1470,romelu-lukaku,roma,7.03,F,29000000
1471,zeki-celik,roma,6.76,D,6200000
1472,domenico-berardi,sassuolo,7.42,M,10800000
1473,stefano-sensi,inter,6.8,M,3100000
1474,tommaso-augello,cagliari,6.8,D,1900000
1475,agustin-martegani,salernitana,6.63,M,1900000
1476,emil-bohinen,genoa,6.66,M,1900000
1477,lorenzo-pirola,salernitana,6.75,D,5700000
1478,domingos-quina,udinese,6.7,M,1100000
1479,ikwuemesi-chukwubuikem,salernitana,6.57,F,1600000
1480,jovane-cabral,salernitana,6.98,F,1400000
1481,nicolo-casale,lazio,6.79,D,8600000
1482,ruslan-malinovskyi,genoa,6.83,M,5200000
1483,stefano-sabelli,genoa,6.67,M,1500000
1484,marcus-pedersen,sassuolo,6.62,D,5200000
1485,uros-racic,sassuolo,6.7,M,2600000
1486,boloca-daniel,sassuolo,6.81,M,5500000
1487,ruan,sassuolo,6.56,D,2600000
1488,emil-konradsen-ceide,sassuolo,6.63,F,2100000
1489,khvicha-kvaratskhelia,napoli,7.48,F,82000000
1490,nikola-krstovic,lecce,6.95,F,5800000
1491,christian-kouame,fiorentina,6.82,F,7300000
1492,oliver-christensen,fiorentina,6.6,G,1700000
1493,fabiano-parisi,fiorentina,6.97,D,6800000
1494,lucas-martinez-quarta,fiorentina,7.1,D,11700000
1495,paul-pogba,juventus,6.75,M,15500000
1496,mattia-perin,juventus,6.87,G,2900000
1497,jesper-karlsson,bologna,6.79,M,7600000
1498,giovanni-fabbian,bologna,6.85,M,13000000
1499,lorenzo-pellegrini,roma,7.17,M,23000000
1500,ola-solbakken,roma,6.6,F,2600000
1501,paulo-dybala,roma,7.42,F,12500000
1502,suat-serdar,hellas-verona,6.82,M,4600000
1503,davide-faraoni,fiorentina,6.83,D,1400000
1504,hien-isak,atalanta,6.76,D,19400000
1505,yunus-musah,milan,6.72,M,23000000
1506,valentino-lazaro,torino,6.84,M,3300000
1507,alessandro-florenzi,milan,7.02,D,1900000
1508,walid-cheddira,frosinone,6.81,F,5600000
1509,luis-muriel,atalanta,6.9,F,2100000
1510,luca-garritano,frosinone,6.55,M,755000
1511,przemyslaw-szyminski,frosinone,6.7,D,515000
1512,mitchel-bakker,atalanta,6.64,M,6500000
1513,michele-cerofolini,frosinone,6.55,G,725000
1514,armando-izzo,monza,6.9,D,2700000
1515,nicolas-haas,empoli,7.6,M,760000
1516,cambiaghi-nicolo,empoli,6.99,F,6300000
1517,samuele-vignato,monza,6.68,F,3200000
1518,jacopo-fazzini,empoli,6.79,M,5800000
1519,samuele-perisan,empoli,6.4,G,620000
1520,pierre-kalulu,milan,6.56,D,19400000
1521,rafael-leao,milan,7.42,M,72000000
1522,olivier-giroud,milan,7.16,F,3100000
1523,theo-hernandez,milan,7.18,D,64000000
1524,malick-thiaw,milan,6.78,D,18300000
1525,fikayo-tomori,milan,7.02,D,30000000
1526,christian-pulisic,milan,7.25,M,54000000
1527,michel-aebischer,bologna,6.82,M,11500000
1528,sam-beukema,bologna,6.81,D,19400000
1529,jhon-lucumi,bologna,7.11,D,17500000
1530,dan-ndoye,bologna,6.8,M,21000000
1531,joshua-zirkzee,bologna,7.12,F,52000000
1532,nicolas-dominguez,bologna,6.5,M,15600000
1533,lewis-ferguson,bologna,7.19,M,22000000
1534,nikola-moro,bologna,6.76,M,5200000
1535,tijjani-reijnders,milan,7.09,M,29000000
1536,rade-krunic,milan,6.85,M,5600000
1537,samuel-chukwueze,milan,6.78,F,21000000
1538,ruben-loftus-cheek,milan,7.02,M,26000000
1539,davide-calabria,milan,6.88,D,10700000
1540,simon-kjaer,milan,6.87,D,1100000
1541,tommaso-pobega,milan,6.77,M,10300000
1542,noah-okafor,milan,6.76,F,22000000
