id,name,team,rating,position,value
2068,guillermo-maripan,as-monaco,6.78,D,5600000
2069,aleksandr-golovin,as-monaco,7.64,M,29000000
2070,chrislain-matsima,clermont-foot,6.71,D,6800000
2071,abdoulaye-toure,le-havre,6.89,M,2800000
2072,boubakar-kouyate,montpellier,6.92,D,5200000
2073,joujou-antoine,le-havre,6.63,F,2600000
2074,falaye-sacko,montpellier,6.77,D,4200000
2075,leo-leroy,montpellier,6.48,M,1600000
2076,logbo-andy,le-havre,6.54,F,775000
2077,yassine-kechta,le-havre,6.79,M,4800000
2078,arouna-sangante,le-havre,7,D,9600000
2079,oussama-targhalline,le-havre,6.83,M,2300000
2080,jordan-ferri,montpellier,6.69,M,4200000
2081,loic-nego,le-havre,6.76,M,980000
2082,mousa-al-taamari,montpellier,6.98,M,8600000
2083,issiaga-sylla,montpellier,6.84,D,2300000
2084,josue-casimir,le-havre,6.8,F,2800000
2085,gautier-lloris,le-havre,6.96,D,3100000
2086,akor-adams,montpellier,6.78,F,9700000
2087,issa-soumare,le-havre,6.63,F,840000
2088,alioui-nabil,le-havre,7.01,F,3000000
2089,joris-chotard,montpellier,7,M,9600000
2090,teji-savanier,montpellier,7.48,M,6700000
2091,daler-kuzyaev,le-havre,6.89,M,7600000
2092,rassoul-ndiaye,le-havre,6.34,M,2700000
2093,samuel-grandsir,le-havre,6.52,F,1400000
2094,nordin-arnaud,montpellier,7.24,M,8199999
2095,khalil-fayad,montpellier,6.8,M,4900000
2096,elye-wahi,rc-lens,6.74,F,32000000
2097,mincarelli-davin-lucas,montpellier,6.71,D,915000
2098,wahbi-khazri,montpellier,6.73,F,1900000
2099,christopher-jullien,montpellier,6.91,D,2400000
2100,benjamin-lecomte,montpellier,7.18,G,3600000
2101,yoann-salmier,le-havre,6.88,D,1600000
2102,arthur-desmas,le-havre,7.1,G,2600000
2103,douglas-augusto,nantes,6.92,M,5800000
2104,denis-petric,nantes,6.5,G,105000
2105,quentin-merlin,olympique-de-marseille,6.95,D,9700000
2106,thijs-dallinga,toulouse,7.11,F,16399999
2107,jaouen-hadjam,nantes,6.6,D,2400000
2108,logan-costa,toulouse,6.97,D,17500000
2109,zakaria-aboukhlal,toulouse,6.73,F,10900000
2110,moses-simon,nantes,7,F,13100000
2111,mikkel-desler,toulouse,6.92,D,2800000
2112,vincent-sierro,toulouse,7.05,M,3700000
2113,mostafa-mohamed,nantes,7.01,F,7500000
2114,cristian-casseres-jr,toulouse,6.85,M,3600000
2115,guillaume-restes,toulouse,6.84,G,16200000
2116,marcus-coco,nantes,6.72,M,1600000
2117,denis-genreau,toulouse,6.8,M,1000000
2118,rasmus-nicolaisen,toulouse,7.03,D,6200000
2119,florent-mollet,nantes,7,M,1900000
2120,moutoussamy-samuel,nantes,6.68,M,2400000
2121,gabriel-suazo,toulouse,6.98,D,3800000
2122,frank-magri,toulouse,6.84,F,3200000
2123,niklas-schmidt,toulouse,7.07,M,3200000
2124,fares-chaibi,toulouse,6.75,F,17400000
2125,pedro-chirivella,nantes,6.86,M,7600000
2126,alban-lafont,nantes,7.04,G,8199999
2127,nicolas-pallois,nantes,6.93,D,620000
2128,ronael-pierre-gabriel,nantes,6.72,D,3600000
2129,zeze-nathan,nantes,6.59,D,9500000
2130,warren-kamanzi,toulouse,6.75,D,2100000
2131,abdoul-kader-bamba,nantes,6.84,F,815000
2132,marquinhos,nantes,6.88,M,6800000
2133,yanis-begraoui,toulouse,6.71,F,865000
2134,diarra-moussa,toulouse,6.88,D,1800000
2135,adrien-thomasson,rc-lens,6.82,M,5400000
2136,massadio-haidara,rc-lens,6.65,D,2200000
2137,david-pereira-da-costa,rc-lens,7.12,F,8800000
2138,danso-kevin,rc-lens,7.13,D,24000000
2139,andy-diouf,rc-lens,6.8,M,9700000
2140,kenny-lala,stade-brestois,7.23,D,2800000
2141,martin-satriano,stade-brestois,6.99,F,7400000
2142,lilian-brassier,stade-brestois,7.05,D,10800000
2143,brendan-chardonnet,stade-brestois,7.09,D,8300000
2144,jeremy-le-douaron,stade-brestois,6.69,F,4099999
2145,romain-del-castillo,stade-brestois,7.43,M,9200000
2146,bradley-locko,stade-brestois,7.02,D,12400000
2147,pierre-lees-melou,stade-brestois,7.4,M,9400000
2148,mathias-pereira-lage,stade-brestois,6.79,M,2300000
2149,florian-sotoca,rc-lens,7.5,F,3300000
2150,facundo-medina,rc-lens,7.04,D,23000000
2151,angelo-fulgini,rc-lens,7,F,7400000
2152,hugo-magnetti,stade-brestois,6.88,M,6400000
2153,deiver-machado,rc-lens,6.89,M,4099999
2154,przemyslaw-frankowski,rc-lens,7,M,9800000
2155,abdul-samed-salis,rc-lens,6.62,M,8700000
2156,jonathan-gradit,rc-lens,6.99,D,4400000
2157,morgan-guilavogui,rc-lens,6.84,F,2700000
2158,steve-mounie,stade-brestois,6.96,F,4600000
2159,spierings-stijn,toulouse,6.94,M,4200000
2160,julien-le-cardinal,stade-brestois,6.83,D,1500000
2161,brice-samba,rc-lens,7.23,G,13800000
2162,axel-camblan,stade-brestois,6.44,F,540000
2163,jonas-martin,stade-brestois,6.78,M,1000000
2164,marco-bizot,stade-brestois,7.16,G,3700000
2165,camara-mahdi,stade-brestois,7.08,M,10800000
2166,bamo-meite,olympique-de-marseille,6.84,D,6800000
2167,julien-laporte,lorient,6.68,D,1400000
2168,ahmadou-bamba-dieng,lorient,6.89,F,4099999
2169,kang-in-lee,paris-saint-germain,7.15,M,27000000
2170,montassar-talbi,lorient,6.84,D,5700000
2171,romain-faivre,lorient,7.07,M,10800000
2172,gedeon-kalulu,lorient,6.67,D,3200000
2173,jean-victor-makengo,lorient,6.63,M,4700000
2174,vitinha,paris-saint-germain,7.49,M,51000000
2175,goncalo-ramos,paris-saint-germain,7.16,F,46000000
2176,warren-zaire-emery,paris-saint-germain,7.05,M,58000000
2177,marco-asensio,paris-saint-germain,7.25,F,21000000
2178,manuel-ugarte,paris-saint-germain,7.14,M,48000000
2179,lucas-hernandez,paris-saint-germain,7.11,D,41000000
2180,yvon-mvogo,lorient,7.19,G,3100000
2181,hakimi-achraf,paris-saint-germain,7.34,D,62000000
2182,theo-le-bris,lorient,6.75,M,2100000
2183,laurent-abergel,lorient,7.08,M,2700000
2184,darlin-yongwa,lorient,6.86,D,1400000
2185,ibrahima-kone,lorient,6.5,F,2400000
2186,julien-ponceau,lorient,6.91,M,3200000
2187,fabian-ruiz,paris-saint-germain,7.08,M,34000000
2188,carlos-soler,paris-saint-germain,6.98,M,18900000
2189,danilo-pereira,paris-saint-germain,7.15,D,7700000
2190,marquinhos,paris-saint-germain,7.26,D,48000000
2191,hugo-ekitike,paris-saint-germain,6.7,F,29000000
2192,gianluigi-donnarumma,paris-saint-germain,7.3,G,41000000
2193,milan-skriniar,paris-saint-germain,6.9,D,22000000
2194,keito-nakamura,stade-de-reims,6.87,F,10700000
2195,jordan-veretout,olympique-de-marseille,7.08,M,7600000
2196,teddy-teuma,stade-de-reims,7.31,M,6400000
2197,vitinha,olympique-de-marseille,7.01,F,14700000
2198,amine-salama,stade-de-reims,6.55,F,2100000
2199,joseph-okumu,stade-de-reims,7.14,D,8400000
2200,pau-lopez,olympique-de-marseille,6.94,G,8000000
2201,marshall-munetsi,stade-de-reims,6.88,M,10300000
2202,reda-khadra,stade-de-reims,6.74,M,3100000
2203,renan-lodi,olympique-de-marseille,7.04,D,19500000
2204,oumar-diakite,stade-de-reims,6.74,F,5800000
2205,amir-richardson,stade-de-reims,6.82,M,8700000
2206,samuel-gigot,olympique-de-marseille,7.09,D,4500000
2207,thomas-foket,stade-de-reims,6.68,D,6200000
2208,chancel-mbemba,olympique-de-marseille,7.01,D,7200000
2209,josh-wilson-esbrand,stade-de-reims,6.76,D,3900000
2210,iliman-ndiaye,olympique-de-marseille,6.9,F,14600000
2211,jonathan-clauss,olympique-de-marseille,7.22,D,6400000
2212,valentin-rongier,olympique-de-marseille,7.23,M,9600000
2213,geoffrey-kondogbia,olympique-de-marseille,6.93,M,8700000
2214,francois-regis-mughe,olympique-de-marseille,6.6,F,770000
2215,azor-matusiwa,stade-rennais,7.04,M,12800000
2216,azzedine-ounahi,olympique-de-marseille,6.82,M,12400000
2217,yunis-abdelhamid,stade-de-reims,7.03,D,555000
2218,junya-ito,stade-de-reims,7.28,M,8300000
2219,koudou-therence,stade-de-reims,6.5,D,860000
2220,atangana-edoa-valentin,stade-de-reims,6.65,M,5300000
2221,yehvann-diouf,stade-de-reims,7.02,G,7500000
2222,pierre-emerick-aubameyang,olympique-de-marseille,7.27,F,4800000
2223,amine-harit,olympique-de-marseille,7.09,M,15800000
2224,matteo-guendouzi,olympique-de-marseille,6.6,M,24000000
2225,ismaila-sarr,olympique-de-marseille,7.04,F,17200000
2226,evann-guessand,nice,6.75,F,11600000
2227,sofiane-diop,nice,6.73,F,11100000
2228,tiago-santos,lille,7.19,D,15900000
2229,chevalier-lucas,lille,7.13,G,26000000
2230,jordan-lotomba,nice,6.76,D,8199999
2231,edon-zhegrova,lille,7.24,M,24000000
2232,benjamin-andre,lille,7.12,M,8300000
2233,youssouf-ndayishimiye,nice,6.91,D,15700000
2234,alan-virginius,clermont-foot,6.68,F,3400000
2235,melvin-bard,nice,7.02,D,12400000
2236,haraldsson-hakon-arnar,lille,6.71,M,9300000
2237,bafode-diakite,lille,7.21,D,16600000
2238,jonathan-david,lille,7.22,F,43000000
2239,ismaily,lille,6.93,D,1900000
2240,baleba-carlos,lille,6.8,M,21000000
2241,remy-cabella,lille,7.09,M,3400000
2242,terem-moffi,nice,6.98,F,21000000
2243,jeremie-boga,nice,7.13,F,14500000
2244,alexsandro-ribeiro,lille,6.93,D,8199999
2245,angel-gomes,lille,7.29,M,30000000
2246,hicham-boudaoui,nice,6.88,M,9400000
2247,gabriel-gudmundsson,lille,6.73,D,5200000
2248,yusuf-yazici,lille,6.84,M,9600000
2249,gaetan-laborde,nice,6.81,F,8300000
2250,pablo-rosario,nice,6.94,M,7800000
2251,jean-clair-todibo,nice,7.08,D,38000000
2252,marcin-bulka,nice,7.03,G,19400000
2253,khephren-thuram,nice,7.04,M,33000000
2254,morgan-sanson,nice,6.99,M,8400000
2255,dante,nice,7.14,D,550000
2256,youcef-atal,nice,7.14,D,4400000
